TimeStamp,StationId,wtc_ScYawOpe_counts,wtc_ScYawOpe_endvalue,wtc_ScYawUnw_counts,wtc_ScYawUnw_endvalue,wtc_PriAnAct_endvalue,wtc_ScAStart_counts,wtc_ScAStart_endvalue,wtc_ScBrakOp_counts,wtc_ScBrakOp_endvalue,wtc_ScBrakOp_timeon,wtc_ScFrsErr_endvalue,wtc_ScInOper_counts,wtc_ScInOper_endvalue,wtc_ScInOper_timeon,wtc_ScReToOp_counts,wtc_ScReToOp_endvalue,wtc_ScReToOp_timeon,wtc_ScStartC_counts,wtc_ScWindIR_counts,wtc_ScWindIR_endvalue,wtc_ScWindIR_timeon,wtc_OpCode_endvalue,wtc_ScEnvSto_counts,wtc_ScEnvSto_endvalue,wtc_ScEnvSto_timeon,wtc_ScComSto_counts,wtc_ScComSto_endvalue,wtc_ScComSto_timeon,wtc_ScTurSto_counts,wtc_ScTurSto_endvalue,wtc_ScTurSto_timeon,wtc_ScGrdSto_counts,wtc_ScGrdSto_endvalue,wtc_ScGrdSto_timeon,wtc_LocRemSt_endvalue,wtc_AlarmCde_endvalue,wtc_BrakStat_endvalue,wtc_GenStat_endvalue,wtc_Turbstat_endvalue,wtc_YawStat_endvalue,wtc_TlcStat_endvalue,wtc_TlcLowSpeed_endvalue,wtc_TlcStat_timeon,wtc_TlcLowSpeed_timeon,flag_alarm_code,flag_frs_error,flag_opcode_nonzero,flag_any_stop,is_anomaly,alarm_code,alarm_description,is_stopping_alarm
2016-06-02 08:50:00,2304510,9,1,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,600,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,P,*,S,<,0.0,0.0,0.0,0.0,True,False,True,False,True,1001,Unknown alarm,0
2016-06-02 09:00:00,2304510,10,0,0,0,1,1,1,1,1,31.0,0,0,0,0,1,1,31,1,0,1,600,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1022,=,*,*,|,0.0,0.0,0.0,0.0,True,False,True,False,True,1022,Unknown alarm,0
2016-06-04 05:20:00,2304510,1,0,0,0,1,0,0,0,0,82.0,3130,1,0,15,0,0,82,0,0,0,0,4,0,0,0,0,0,0,1,1,548,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-04 05:30:00,2304510,1,0,0,0,1,0,0,0,0,0.0,3130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,600,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-04 05:40:00,2304510,0,0,0,0,1,0,0,0,0,0.0,3130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,600,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-04 05:50:00,2304510,1,0,0,0,1,0,0,0,0,0.0,3130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,600,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-04 06:00:00,2304510,2,0,0,0,1,0,0,0,0,0.0,3130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,600,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-04 06:10:00,2304510,1,0,0,0,1,0,0,0,0,0.0,3130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,600,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-04 06:20:00,2304510,0,0,0,0,1,0,0,0,0,0.0,3130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,600,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-04 06:30:00,2304510,0,0,0,0,1,0,0,0,0,0.0,3130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,600,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-04 06:40:00,2304510,0,0,0,0,1,0,0,0,0,0.0,3130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,600,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-04 06:50:00,2304510,0,0,0,0,1,0,0,0,0,0.0,3130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,600,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-04 07:00:00,2304510,0,0,0,0,1,0,0,0,0,0.0,3130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,600,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-04 07:10:00,2304510,0,0,0,0,1,0,0,0,0,0.0,3130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,600,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-04 07:20:00,2304510,1,0,0,0,1,0,0,0,0,0.0,3130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,600,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-04 07:30:00,2304510,0,0,0,0,1,0,0,0,0,0.0,3130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,600,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-04 07:40:00,2304510,2,0,0,0,1,0,0,0,0,0.0,3130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,600,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-04 07:50:00,2304510,0,0,0,0,1,0,0,0,0,0.0,3130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,600,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-19 05:20:00,2304510,1,0,0,0,1,0,0,0,0,79.0,3130,0,0,62,0,0,79,0,0,0,0,4,0,0,0,0,0,0,1,1,551,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-19 05:30:00,2304510,0,0,0,0,1,0,0,0,0,0.0,3130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,600,0,0,0,1,3411,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3411,Unknown alarm,0
2016-06-23 13:20:00,2304510,2,1,1,1,1,0,0,0,0,168.0,10105,1,0,22,0,0,168,0,0,0,0,1,1,1,492,0,0,0,0,0,0,0,0,0,1,10105,b,*,F,<,0.0,0.0,0.0,0.0,True,True,True,True,True,10105,"Stopped, untwisting cables",1
2016-06-30 05:00:00,2304510,1,0,0,0,1,0,0,0,0,171.0,5103,0,0,110,0,0,171,0,0,1,600,1,0,0,0,0,0,0,1,1,490,1,1,490,1,5113,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,5113,Unknown alarm,0
2016-06-30 05:10:00,2304510,0,0,0,0,1,0,0,0,0,0.0,5103,0,0,0,0,0,0,0,0,0,566,1,0,0,0,0,0,0,0,1,600,0,1,600,1,5113,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,5113,Unknown alarm,0
2016-06-02 09:20:00,2304511,9,1,0,0,1,0,0,0,0,180.0,0,0,0,167,0,0,180,0,0,1,600,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,P,*,S,>,0.0,0.0,0.0,0.0,True,False,True,False,True,1001,Unknown alarm,0
2016-06-02 09:30:00,2304511,6,1,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,600,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,P,*,S,>,0.0,0.0,0.0,0.0,True,False,True,False,True,1001,Unknown alarm,0
2016-06-23 14:50:00,2304511,4,1,1,1,1,0,0,0,0,409.0,10105,2,0,47,0,0,409,0,0,0,0,1,1,1,251,0,0,0,0,0,0,0,0,0,1,10105,b,*,F,<,0.0,0.0,0.0,0.0,True,True,True,True,True,10105,"Stopped, untwisting cables",1
2016-06-30 05:00:00,2304511,1,0,0,0,1,0,0,0,0,170.0,5103,0,0,110,0,0,170,0,0,1,600,4,0,0,0,0,0,0,1,1,490,1,1,490,1,5113,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,5113,Unknown alarm,0
2016-06-30 05:10:00,2304511,0,0,0,0,1,0,0,0,0,0.0,5103,0,0,0,0,0,0,0,1,1,595,4,0,0,0,0,0,0,0,1,600,0,1,600,1,5113,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,5113,Unknown alarm,0
2016-06-30 05:20:00,2304511,1,0,0,0,1,0,0,0,0,0.0,5103,0,0,0,0,0,0,0,1,1,365,4,0,0,0,0,0,0,0,1,600,0,0,472,1,13400,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,13400,Unknown alarm,0
2016-06-30 05:30:00,2304511,1,0,0,0,1,0,0,0,0,0.0,5103,0,0,0,0,0,0,0,0,1,600,4,0,0,0,0,0,0,0,1,600,0,0,0,1,13400,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,13400,Unknown alarm,0
2016-06-30 05:40:00,2304511,1,0,0,0,1,0,0,0,0,0.0,5103,0,0,0,0,0,0,0,0,1,600,4,0,0,0,0,0,0,0,1,600,0,0,0,1,13400,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,13400,Unknown alarm,0
2016-06-30 05:50:00,2304511,1,0,0,0,1,0,0,0,0,0.0,5103,0,0,0,0,0,0,0,0,1,600,4,0,0,0,0,0,0,0,1,600,0,0,0,1,13400,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,13400,Unknown alarm,0
2016-06-30 06:00:00,2304511,0,0,0,0,1,0,0,0,0,0.0,5103,0,0,0,0,0,0,0,0,1,600,4,0,0,0,0,0,0,0,1,600,0,0,0,1,13400,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,13400,Unknown alarm,0
2016-06-30 06:10:00,2304511,0,0,0,0,1,0,0,0,0,0.0,5103,0,0,0,0,0,0,0,1,0,254,4,0,0,0,0,0,0,0,1,600,0,0,0,1,13400,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,13400,Unknown alarm,0
2016-06-30 06:20:00,2304511,0,0,0,0,1,0,0,0,0,0.0,5103,0,0,0,0,0,0,0,3,1,345,4,0,0,0,0,0,0,0,1,600,0,0,0,1,13400,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,13400,Unknown alarm,0
2016-06-23 13:40:00,2304512,3,1,1,1,1,0,0,0,0,199.0,10105,1,0,85,0,0,199,0,0,0,0,1,1,1,461,0,0,0,0,0,0,0,0,0,1,10105,b,*,F,<,0.0,0.0,0.0,0.0,True,True,True,True,True,10105,"Stopped, untwisting cables",1
2016-06-30 05:00:00,2304512,1,0,0,0,1,0,0,0,0,170.0,5103,0,0,110,0,0,170,0,0,1,600,5,0,0,0,0,0,0,2,1,380,1,1,491,1,5113,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,5113,Unknown alarm,0
2016-06-30 05:10:00,2304512,0,0,0,0,1,0,0,0,0,0.0,5103,0,0,0,0,0,0,0,0,1,600,5,0,0,0,0,0,0,0,1,600,0,1,600,1,5113,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,5113,Unknown alarm,0
2016-06-30 05:20:00,2304512,1,0,0,0,1,0,0,0,0,0.0,5103,0,0,0,0,0,0,0,1,1,425,5,0,0,0,0,0,0,0,1,600,0,0,531,1,3173,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3173,Unknown alarm,0
2016-06-30 05:30:00,2304512,1,0,0,0,1,0,0,0,0,0.0,5103,0,0,0,0,0,0,0,0,1,600,5,0,0,0,0,0,0,0,1,600,0,0,0,1,3173,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3173,Unknown alarm,0
2016-06-30 05:40:00,2304512,1,0,0,0,1,0,0,0,0,0.0,5103,0,0,0,0,0,0,0,2,1,580,5,0,0,0,0,0,0,0,1,600,0,0,0,1,3173,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3173,Unknown alarm,0
2016-06-30 05:50:00,2304512,1,0,0,0,1,0,0,0,0,0.0,5103,0,0,0,0,0,0,0,1,1,275,5,0,0,0,0,0,0,0,1,600,0,0,0,1,3173,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3173,Unknown alarm,0
2016-06-30 06:00:00,2304512,0,0,0,0,1,0,0,0,0,0.0,5103,0,0,0,0,0,0,0,3,0,356,5,0,0,0,0,0,0,0,1,600,0,0,0,1,3173,b,*,F,|,0.0,0.0,0.0,0.0,True,True,True,True,True,3173,Unknown alarm,0
2016-06-14 05:20:00,2304513,1,0,0,0,1,0,0,0,0,,3130,0,0,230,0,0,247,0,0,0,0,4,0,0,0,0,0,0,1,1,383,0,0,0,1,3413,P,*,F,|,,,,,True,True,True,True,True,3413,Unknown alarm,0
2016-06-23 13:30:00,2304513,3,1,1,1,1,0,0,0,0,,10105,2,0,76,0,0,257,0,0,0,0,1,1,1,403,0,0,0,0,0,0,0,0,0,1,10105,b,*,F,<,,,,,True,True,True,True,True,10105,"Stopped, untwisting cables",1
2016-06-24 05:20:00,2304513,2,0,0,0,1,0,0,0,0,,3130,0,0,248,0,0,265,0,0,0,0,4,0,0,0,0,0,0,1,1,365,0,0,0,1,3412,P,*,F,|,,,,,True,True,True,True,True,3412,Unknown alarm,0
2016-06-24 05:30:00,2304513,0,0,0,0,1,0,0,0,0,,3130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,600,0,0,0,1,3412,b,*,F,|,,,,,True,True,True,True,True,3412,Unknown alarm,0
2016-06-29 13:50:00,2304513,1,0,0,0,1,0,0,0,0,,3171,1,0,145,0,0,227,0,0,0,0,5,0,0,0,0,0,0,1,1,372,0,0,0,1,3173,b,*,F,|,,,,,True,True,True,True,True,3173,Unknown alarm,0
2016-06-29 14:00:00,2304513,0,0,0,0,1,0,0,0,0,,3171,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,3173,b,*,F,|,,,,,True,True,True,True,True,3173,Unknown alarm,0
2016-06-29 14:10:00,2304513,0,0,0,0,1,0,0,0,0,,3171,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,3173,b,*,F,|,,,,,True,True,True,True,True,3173,Unknown alarm,0
2016-06-29 14:20:00,2304513,0,0,0,0,1,0,0,0,0,,3171,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,3173,b,*,F,|,,,,,True,True,True,True,True,3173,Unknown alarm,0
2016-06-29 16:40:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,485,0,0,0,0,5,0,0,0,0,0,0,1,1,116,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 16:50:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 17:00:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 17:10:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 17:20:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 17:30:00,2304513,0,0,0,0,0,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 17:40:00,2304513,0,0,0,0,0,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 17:50:00,2304513,0,0,0,0,0,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 18:00:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 18:10:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 18:20:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 18:30:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 18:40:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 18:50:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 19:00:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 19:10:00,2304513,0,0,0,0,0,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 19:20:00,2304513,0,0,0,0,0,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 19:30:00,2304513,0,0,0,0,0,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,9303,=,*,F,|,,,,,True,True,True,True,True,9303,Unknown alarm,0
2016-06-29 19:40:00,2304513,0,0,0,0,0,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,64000,=,*,F,|,,,,,True,True,True,True,True,64000,Unknown alarm,0
2016-06-29 19:50:00,2304513,0,0,0,0,0,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,64000,=,*,F,|,,,,,True,True,True,True,True,64000,Unknown alarm,0
2016-06-29 20:00:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,64000,=,*,F,|,,,,,True,True,True,True,True,64000,Unknown alarm,0
2016-06-29 20:10:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,64000,=,*,F,|,,,,,True,True,True,True,True,64000,Unknown alarm,0
2016-06-29 20:20:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,64000,=,*,F,|,,,,,True,True,True,True,True,64000,Unknown alarm,0
2016-06-29 20:30:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,64000,=,*,F,|,,,,,True,True,True,True,True,64000,Unknown alarm,0
2016-06-29 20:40:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,64000,=,*,F,|,,,,,True,True,True,True,True,64000,Unknown alarm,0
2016-06-29 20:50:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,64000,=,*,F,|,,,,,True,True,True,True,True,64000,Unknown alarm,0
2016-06-29 21:00:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,64000,=,*,F,|,,,,,True,True,True,True,True,64000,Unknown alarm,0
2016-06-29 21:10:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,64000,=,*,F,|,,,,,True,True,True,True,True,64000,Unknown alarm,0
2016-06-29 21:20:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,1,1,462,5,0,0,0,0,0,0,0,1,600,0,0,0,1,64000,=,*,F,|,,,,,True,True,True,True,True,64000,Unknown alarm,0
2016-06-29 21:30:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,1,600,5,0,0,0,0,0,0,0,1,600,0,0,0,1,64000,=,*,F,|,,,,,True,True,True,True,True,64000,Unknown alarm,0
2016-06-29 21:40:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,1,0,75,5,0,0,0,0,0,0,0,1,600,0,0,0,1,64000,=,*,F,|,,,,,True,True,True,True,True,64000,Unknown alarm,0
2016-06-29 21:50:00,2304513,0,0,0,0,1,0,0,0,0,,13902,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,600,0,0,0,1,64000,=,*,F,|,,,,,True,True,True,True,True,64000,Unknown alarm,0
